"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Furoma Rift","Training Grounds","Brie String","-","1.91%","Militant Samurai",13798
"Furoma Rift","Training Grounds","Swiss String","-","21.51%","Shinobi",716
"Furoma Rift","Training Grounds","Swiss String","-","21.23%","Armored Archer",716
"Furoma Rift","Training Grounds","Swiss String","-","17.32%","Dumpling Delivery",716
"Furoma Rift","Training Grounds","Swiss String","-","11.45%","Rift Guardian",716
"Furoma Rift","Training Grounds","Swiss String","-","7.96%","Brawny",716
"Furoma Rift","Training Grounds","Swiss String","-","7.26%","Wealth",716
"Furoma Rift","Training Grounds","Swiss String","-","4.61%","Raw Diamond",716
"Furoma Rift","Training Grounds","Swiss String","-","3.91%","Wandering Monk",716
"Furoma Rift","Training Grounds","Swiss String","-","3.07%","Shaolin Kung Fu",716
"Furoma Rift","Training Grounds","Swiss String","-","1.68%","Militant Samurai",716
"Furoma Rift","Pagoda","Maki String","-","20.23%","Student of the Chi Claw",14663
"Furoma Rift","Pagoda","Maki String","-","19.80%","Student of the Chi Belt",14663
"Furoma Rift","Pagoda","Maki String","-","19.74%","Student of the Chi Fang",14663
"Furoma Rift","Pagoda","Maki String","-","11.89%","Shaolin Kung Fu",14663
"Furoma Rift","Pagoda","Maki String","-","6.77%","Wandering Monk",14663
"Furoma Rift","Pagoda","Maki String","-","5.90%","Shinobi",14663
"Furoma Rift","Pagoda","Maki String","-","5.87%","Dancing Assassin",14663
"Furoma Rift","Pagoda","Maki String","-","4.90%","Militant Samurai",14663
"Furoma Rift","Pagoda","Maki String","-","2.72%","Wealth",14663
"Furoma Rift","Pagoda","Maki String","-","2.18%","Raw Diamond",14663
"Furoma Rift","Pagoda","Magical String","-","17.08%","Student of the Chi Belt",726
"Furoma Rift","Pagoda","Magical String","-","14.74%","Student of the Chi Claw",726
"Furoma Rift","Pagoda","Magical String","-","14.60%","Student of the Chi Fang",726
"Furoma Rift","Pagoda","Magical String","-","12.95%","Wandering Monk",726
"Furoma Rift","Pagoda","Magical String","-","11.29%","Shaolin Kung Fu",726
"Furoma Rift","Pagoda","Magical String","-","9.50%","Militant Samurai",726
"Furoma Rift","Pagoda","Magical String","-","7.71%","Shinobi",726
"Furoma Rift","Pagoda","Magical String","-","5.65%","Dancing Assassin",726
"Furoma Rift","Pagoda","Magical String","-","3.86%","Wealth",726
"Furoma Rift","Pagoda","Magical String","-","2.62%","Raw Diamond",726
"Furoma Rift","Pagoda","Brie String","-","14.93%","Student of the Chi Belt",22879
"Furoma Rift","Pagoda","Brie String","-","14.92%","Student of the Chi Claw",22879
"Furoma Rift","Pagoda","Brie String","-","14.83%","Student of the Chi Fang",22879
"Furoma Rift","Pagoda","Brie String","-","12.07%","Militant Samurai",22879
"Furoma Rift","Pagoda","Brie String","-","11.99%","Shaolin Kung Fu",22879
"Furoma Rift","Pagoda","Brie String","-","11.81%","Wandering Monk",22879
"Furoma Rift","Pagoda","Brie String","-","8.77%","Shinobi",22879
"Furoma Rift","Pagoda","Brie String","-","3.86%","Dancing Assassin",22879
"Furoma Rift","Pagoda","Brie String","-","3.78%","Wealth",22879
"Furoma Rift","Pagoda","Brie String","-","3.04%","Raw Diamond",22879
"Furoma Rift","Pagoda","Swiss String","-","19.79%","Wandering Monk",288
"Furoma Rift","Pagoda","Swiss String","-","18.06%","Militant Samurai",288
"Furoma Rift","Pagoda","Swiss String","-","14.24%","Shaolin Kung Fu",288
"Furoma Rift","Pagoda","Swiss String","-","10.42%","Shinobi",288
"Furoma Rift","Pagoda","Swiss String","-","8.68%","Student of the Chi Belt",288
"Furoma Rift","Pagoda","Swiss String","-","8.68%","Student of the Chi Fang",288
"Furoma Rift","Pagoda","Swiss String","-","7.64%","Wealth",288
"Furoma Rift","Pagoda","Swiss String","-","5.90%","Student of the Chi Claw",288
"Furoma Rift","Pagoda","Swiss String","-","4.17%","Dancing Assassin",288
"Furoma Rift","Pagoda","Swiss String","-","2.43%","Raw Diamond",288
"Furoma Rift","Pagoda","Master Fusion","-","34.26%","Master of the Chi Fang",11343
"Furoma Rift","Pagoda","Master Fusion","-","33.19%","Master of the Chi Belt",11343
"Furoma Rift","Pagoda","Master Fusion","-","32.55%","Master of the Chi Claw",11343
"Furoma Rift","Pagoda","Rift Combat","-","100.00%","Master of the Chi Fang",3298
"Furoma Rift","Pagoda","Rift Glutter","-","100.00%","Master of the Chi Belt",3327
"Furoma Rift","Pagoda","Rift Susheese","-","100.00%","Master of the Chi Claw",3535
"Furoma Rift","Pagoda","Rift Rumble","-","100.00%","Grand Master of the Dojo",14543
"Furoma Rift","Pagoda","Null Onyx Gorgonzola","-","100.00%","Supreme Sensei",6936
"Furoma Rift","Pagoda","Ascended","-","100.00%","Ascended Elder",3317
