"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Bristle Woods Rift","Guard Barracks (Pursued)","Runic String","-","20.00%","Portal Pursuer",35
"Bristle Woods Rift","Guard Barracks (Pursued)","Runic String","-","5.71%","Epoch Golem",35
"Bristle Woods Rift","Hidden Treasury (Pursued)","Runic String","-","100.00%","Timeless Lich",1
"Bristle Woods Rift","Lucky Tower (Pursued)","Runic String","-","33.33%","Epoch Golem",6
"Bristle Woods Rift","Lucky Tower (Pursued)","Runic String","-","16.67%","Portal Pursuer",6
"Bristle Woods Rift","Lucky Tower (Pursued)","Runic String","-","16.67%","Portal Paladin",6
"Bristle Woods Rift","Lucky Tower (Pursued)","Runic String","-","16.67%","Record Keeper's Assistant",6
"Bristle Woods Rift","Lucky Tower (Pursued)","Runic String","-","16.67%","Record Keeper",6
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Runic String","-","73.08%","Skeletal Champion",26
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Runic String","-","23.08%","Portal Pursuer",26
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Runic String","-","3.85%","Record Keeper's Assistant",26
"Bristle Woods Rift","Runic Laboratory (Pursued)","Runic String","-","20.00%","Portal Pursuer",10
"Bristle Woods Rift","Runic Laboratory (Pursued)","Runic String","-","20.00%","Dread Knight",10
"Bristle Woods Rift","Runic Laboratory (Pursued)","Runic String","-","20.00%","Timelost Thaumaturge",10
"Bristle Woods Rift","Runic Laboratory (Pursued)","Runic String","-","10.00%","Vigilant Ward",10
"Bristle Woods Rift","Runic Laboratory (Pursued)","Runic String","-","10.00%","Shackled Servant",10
"Bristle Woods Rift","Runic Laboratory (Pursued)","Runic String","-","10.00%","Chamber Cleaver",10
"Bristle Woods Rift","Runic Laboratory (Pursued)","Runic String","-","10.00%","Sentient Slime",10
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","32.76%","Carrion Medium",116
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","23.28%","Chronomaster",116
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","14.66%","Portal Pursuer",116
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","12.93%","Timeless Lich",116
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","6.90%","Sentient Slime",116
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","6.03%","Portal Paladin",116
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","3.45%","Skeletal Champion",116
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","32.31%","Portal Pursuer",65
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","24.62%","Skeletal Champion",65
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","15.38%","Dread Knight",65
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","10.77%","Vigilant Ward",65
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","4.62%","Timeless Lich",65
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","4.62%","Shackled Servant",65
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","4.62%","Harbinger of Death",65
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","1.54%","Timeslither Pythoness",65
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","1.54%","Absolute Acolyte",65
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Runic String","-","100.00%","Record Keeper",1
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane) (Pursued)","Runic String","-","100.00%","Dread Knight",2
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Runic String","-","100.00%","Dread Knight",3
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Runic String","-","20.00%","Record Keeper's Assistant",10
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Runic String","-","20.00%","Epoch Golem",10
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Runic String","-","20.00%","Portal Plunderer",10
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Runic String","-","20.00%","Portal Pursuer",10
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Runic String","-","10.00%","Dread Knight",10
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Runic String","-","10.00%","Skeletal Champion",10
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Runic String","-","80.00%","Skeletal Champion",5
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Runic String","-","20.00%","Portal Pursuer",5
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Runic String","-","50.00%","Portal Pursuer",6
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Runic String","-","16.67%","Dread Knight",6
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Runic String","-","16.67%","Timeslither Pythoness",6
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Runic String","-","16.67%","Skeletal Champion",6
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Runic String","-","71.43%","Skeletal Champion",7
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Runic String","-","14.29%","Vigilant Ward",7
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Runic String","-","14.29%","Portal Pursuer",7
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","32.69%","Carrion Medium",104
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","23.08%","Chronomaster",104
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","15.38%","Timeless Lich",104
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","14.42%","Portal Pursuer",104
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","11.54%","Sentient Slime",104
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","2.88%","Skeletal Champion",104
"Bristle Woods Rift","Ancient Lab (Pursued)","Runic String","Rift Antiskele","100.00%","Epoch Golem",1
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","Rift Antiskele","22.73%","Carrion Medium",22
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","Rift Antiskele","22.73%","Chronomaster",22
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","Rift Antiskele","18.18%","Sentient Slime",22
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","Rift Antiskele","13.64%","Portal Pursuer",22
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","Rift Antiskele","13.64%","Timeless Lich",22
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","Rift Antiskele","9.09%","Portal Paladin",22
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","Rift Antiskele","42.86%","Timeless Lich",7
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","Rift Antiskele","28.57%","Carrion Medium",7
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","Rift Antiskele","28.57%","Portal Pursuer",7
"Bristle Woods Rift","Guard Barracks (Pursued)","Ancient String","-","100.00%","Portal Paladin",4
"Bristle Woods Rift","Lucky Tower (Pursued)","Ancient String","-","26.67%","Epoch Golem",15
"Bristle Woods Rift","Lucky Tower (Pursued)","Ancient String","-","20.00%","Clockwork Timespinner",15
"Bristle Woods Rift","Lucky Tower (Pursued)","Ancient String","-","13.33%","Harbinger of Death",15
"Bristle Woods Rift","Lucky Tower (Pursued)","Ancient String","-","13.33%","Portal Pursuer",15
"Bristle Woods Rift","Lucky Tower (Pursued)","Ancient String","-","6.67%","Dread Knight",15
"Bristle Woods Rift","Lucky Tower (Pursued)","Ancient String","-","6.67%","Portal Paladin",15
"Bristle Woods Rift","Lucky Tower (Pursued)","Ancient String","-","6.67%","Skeletal Champion",15
"Bristle Woods Rift","Lucky Tower (Pursued)","Ancient String","-","6.67%","Portal Plunderer",15
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Ancient String","-","84.62%","Skeletal Champion",26
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Ancient String","-","11.54%","Portal Pursuer",26
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Ancient String","-","3.85%","Record Keeper's Assistant",26
"Bristle Woods Rift","Runic Laboratory (Pursued)","Ancient String","-","30.77%","Shackled Servant",13
"Bristle Woods Rift","Runic Laboratory (Pursued)","Ancient String","-","30.77%","Timelost Thaumaturge",13
"Bristle Woods Rift","Runic Laboratory (Pursued)","Ancient String","-","15.38%","Skeletal Champion",13
"Bristle Woods Rift","Runic Laboratory (Pursued)","Ancient String","-","15.38%","Portal Pursuer",13
"Bristle Woods Rift","Runic Laboratory (Pursued)","Ancient String","-","7.69%","Sentient Slime",13
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Ancient String","-","60.00%","Epoch Golem",5
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Ancient String","-","20.00%","Clockwork Timespinner",5
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Ancient String","-","20.00%","Dread Knight",5
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane) (Pursued)","Ancient String","-","52.38%","Dread Knight",21
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane) (Pursued)","Ancient String","-","38.10%","Sentient Slime",21
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane) (Pursued)","Ancient String","-","9.52%","Portal Pursuer",21
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Ancient String","-","55.56%","Skeletal Champion",9
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Ancient String","-","33.33%","Portal Pursuer",9
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Ancient String","-","11.11%","Record Keeper's Assistant",9
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Ancient String","-","28.57%","Timelost Thaumaturge",42
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Ancient String","-","21.43%","Vigilant Ward",42
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Ancient String","-","19.05%","Shackled Servant",42
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Ancient String","-","16.67%","Portal Pursuer",42
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Ancient String","-","7.14%","Skeletal Champion",42
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Ancient String","-","2.38%","Harbinger of Death",42
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Ancient String","-","2.38%","Timeslither Pythoness",42
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane) (Pursued)","Ancient String","-","2.38%","Sentient Slime",42
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Ancient String","-","100.00%","Portal Pursuer",1
"Bristle Woods Rift","Ancient Lab (Pursued)","Magical String","-","47.37%","Epoch Golem",19
"Bristle Woods Rift","Ancient Lab (Pursued)","Magical String","-","15.79%","Portal Paladin",19
"Bristle Woods Rift","Ancient Lab (Pursued)","Magical String","-","15.79%","Portal Plunderer",19
"Bristle Woods Rift","Ancient Lab (Pursued)","Magical String","-","5.26%","Record Keeper",19
"Bristle Woods Rift","Ancient Lab (Pursued)","Magical String","-","5.26%","Sentient Slime",19
"Bristle Woods Rift","Ancient Lab (Pursued)","Magical String","-","5.26%","Skeletal Champion",19
"Bristle Woods Rift","Ancient Lab (Pursued)","Magical String","-","5.26%","Clockwork Timespinner",19
"Bristle Woods Rift","Gearworks (Pursued)","Magical String","-","25.00%","Dread Knight",4
"Bristle Woods Rift","Gearworks (Pursued)","Magical String","-","25.00%","Sentient Slime",4
"Bristle Woods Rift","Gearworks (Pursued)","Magical String","-","25.00%","Record Keeper",4
"Bristle Woods Rift","Gearworks (Pursued)","Magical String","-","25.00%","Record Keeper's Assistant",4
"Bristle Woods Rift","Guard Barracks (Pursued)","Magical String","-","100.00%","Clockwork Timespinner",1
"Bristle Woods Rift","Hidden Treasury (Pursued)","Magical String","-","66.67%","Timeless Lich",3
"Bristle Woods Rift","Hidden Treasury (Pursued)","Magical String","-","33.33%","Portal Paladin",3
"Bristle Woods Rift","Lucky Tower (Pursued)","Magical String","-","100.00%","Portal Paladin",1
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Magical String","-","91.67%","Skeletal Champion",12
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Magical String","-","8.33%","Record Keeper's Assistant",12
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Magical String","-","55.56%","Epoch Golem",9
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Magical String","-","33.33%","Clockwork Timespinner",9
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Magical String","-","11.11%","Record Keeper's Assistant",9
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane) (Pursued)","Magical String","-","100.00%","Sentient Slime",10
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Magical String","-","50.00%","Record Keeper's Assistant",2
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Magical String","-","50.00%","Dread Knight",2
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Magical String","-","100.00%","Skeletal Champion",1
"Bristle Woods Rift","Ancient Lab (Pursued)","Brie String","-","35.00%","Portal Plunderer",40
"Bristle Woods Rift","Ancient Lab (Pursued)","Brie String","-","35.00%","Clockwork Timespinner",40
"Bristle Woods Rift","Ancient Lab (Pursued)","Brie String","-","12.50%","Portal Paladin",40
"Bristle Woods Rift","Ancient Lab (Pursued)","Brie String","-","10.00%","Portal Pursuer",40
"Bristle Woods Rift","Ancient Lab (Pursued)","Brie String","-","2.50%","Dread Knight",40
"Bristle Woods Rift","Ancient Lab (Pursued)","Brie String","-","2.50%","Skeletal Champion",40
"Bristle Woods Rift","Ancient Lab (Pursued)","Brie String","-","2.50%","Record Keeper",40
"Bristle Woods Rift","Frozen Alcove (Pursued)","Brie String","-","66.67%","Sentient Slime",3
"Bristle Woods Rift","Frozen Alcove (Pursued)","Brie String","-","33.33%","Dread Knight",3
"Bristle Woods Rift","Furnace Room (Pursued)","Brie String","-","75.00%","Skeletal Champion",4
"Bristle Woods Rift","Furnace Room (Pursued)","Brie String","-","25.00%","Portal Pursuer",4
"Bristle Woods Rift","Gearworks (Pursued)","Brie String","-","40.00%","Skeletal Champion",5
"Bristle Woods Rift","Gearworks (Pursued)","Brie String","-","20.00%","Clockwork Timespinner",5
"Bristle Woods Rift","Gearworks (Pursued)","Brie String","-","20.00%","Record Keeper's Assistant",5
"Bristle Woods Rift","Gearworks (Pursued)","Brie String","-","20.00%","Record Keeper",5
"Bristle Woods Rift","Guard Barracks (Pursued)","Brie String","-","60.00%","Portal Paladin",5
"Bristle Woods Rift","Guard Barracks (Pursued)","Brie String","-","20.00%","Portal Pursuer",5
"Bristle Woods Rift","Guard Barracks (Pursued)","Brie String","-","20.00%","Dread Knight",5
"Bristle Woods Rift","Hidden Treasury (Pursued)","Brie String","-","25.00%","Portal Pursuer",8
"Bristle Woods Rift","Hidden Treasury (Pursued)","Brie String","-","25.00%","Portal Plunderer",8
"Bristle Woods Rift","Hidden Treasury (Pursued)","Brie String","-","12.50%","Dread Knight",8
"Bristle Woods Rift","Hidden Treasury (Pursued)","Brie String","-","12.50%","Shackled Servant",8
"Bristle Woods Rift","Hidden Treasury (Pursued)","Brie String","-","12.50%","Epoch Golem",8
"Bristle Woods Rift","Hidden Treasury (Pursued)","Brie String","-","12.50%","Timeslither Pythoness",8
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Brie String","-","87.80%","Skeletal Champion",41
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Brie String","-","12.20%","Portal Pursuer",41
"Bristle Woods Rift","Runic Laboratory (Pursued)","Brie String","-","33.33%","Sentient Slime",3
"Bristle Woods Rift","Runic Laboratory (Pursued)","Brie String","-","33.33%","Portal Paladin",3
"Bristle Woods Rift","Runic Laboratory (Pursued)","Brie String","-","33.33%","Shackled Servant",3
"Bristle Woods Rift","Timewarp (Pursued)","Brie String","-","100.00%","Dread Knight",1
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Brie String","-","39.25%","Clockwork Timespinner",107
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Brie String","-","25.23%","Portal Plunderer",107
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Brie String","-","18.69%","Portal Pursuer",107
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Brie String","-","6.54%","Record Keeper",107
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Brie String","-","5.61%","Skeletal Champion",107
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Brie String","-","3.74%","Epoch Golem",107
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Brie String","-","0.93%","Dread Knight",107
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane) (Pursued)","Brie String","-","100.00%","Portal Pursuer",2
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Brie String","-","22.47%","Portal Pursuer",89
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Brie String","-","21.35%","Dread Knight",89
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Brie String","-","14.61%","Sentient Slime",89
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Brie String","-","13.48%","Record Keeper",89
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Brie String","-","11.24%","Record Keeper's Assistant",89
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Brie String","-","7.87%","Clockwork Timespinner",89
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Brie String","-","4.49%","Skeletal Champion",89
"Bristle Woods Rift","Gearworks (Paladin's Bane) (Pursued)","Brie String","-","4.49%","Portal Plunderer",89
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane) (Pursued)","Brie String","-","75.00%","Portal Plunderer",4
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane) (Pursued)","Brie String","-","25.00%","Portal Pursuer",4
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Brie String","-","28.57%","Record Keeper",7
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Brie String","-","14.29%","Record Keeper's Assistant",7
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Brie String","-","14.29%","Portal Plunderer",7
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Brie String","-","14.29%","Portal Pursuer",7
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Brie String","-","14.29%","Dread Knight",7
"Bristle Woods Rift","Lucky Tower (Paladin's Bane) (Pursued)","Brie String","-","14.29%","Epoch Golem",7
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Brie String","-","74.36%","Skeletal Champion",39
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Brie String","-","23.08%","Portal Pursuer",39
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Brie String","-","2.56%","Record Keeper's Assistant",39
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Brie String","-","78.57%","Skeletal Champion",14
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Brie String","-","14.29%","Vigilant Ward",14
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Brie String","-","7.14%","Portal Pursuer",14
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Brie String","-","50.00%","Carrion Medium",2
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Brie String","-","50.00%","Dread Knight",2
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Brie String","Rift Antiskele","50.00%","Portal Pursuer",2
"Bristle Woods Rift","Pursuer Mousoleum (Pursued)","Brie String","Rift Antiskele","50.00%","Record Keeper's Assistant",2
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Brie String","Rift Antiskele","66.67%","Record Keeper's Assistant",3
"Bristle Woods Rift","Pursuer Mousoleum (Paladin's Bane) (Pursued)","Brie String","Rift Antiskele","33.33%","Portal Pursuer",3
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Brie String","Rift Antiskele","57.14%","Portal Pursuer",7
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Brie String","Rift Antiskele","28.57%","Vigilant Ward",7
"Bristle Woods Rift","Security (Paladin's Bane) (Pursued)","Brie String","Rift Antiskele","14.29%","Shackled Servant",7
"Bristle Woods Rift","Furnace Room (Pursued)","Swiss String","-","100.00%","Skeletal Champion",1
"Bristle Woods Rift","Guard Barracks (Pursued)","Swiss String","-","60.00%","Portal Paladin",5
"Bristle Woods Rift","Guard Barracks (Pursued)","Swiss String","-","20.00%","Sentient Slime",5
"Bristle Woods Rift","Guard Barracks (Pursued)","Swiss String","-","20.00%","Clockwork Timespinner",5
"Bristle Woods Rift","Ancient Lab (Paladin's Bane) (Pursued)","Swiss String","-","100.00%","Clockwork Timespinner",1
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane) (Pursued)","Swiss String","-","100.00%","Sentient Slime",2
