"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Bristle Woods Rift","Hidden Treasury","Runic String","-","25.89%","Timeslither Pythoness",842
"Bristle Woods Rift","Hidden Treasury","Runic String","-","11.88%","Portal Plunderer",842
"Bristle Woods Rift","Hidden Treasury","Runic String","-","9.26%","Epoch Golem",842
"Bristle Woods Rift","Hidden Treasury","Runic String","-","5.94%","Dread Knight",842
"Bristle Woods Rift","Hidden Treasury","Runic String","-","4.75%","Shackled Servant",842
"Bristle Woods Rift","Hidden Treasury","Runic String","-","4.51%","Carrion Medium",842
"Bristle Woods Rift","Hidden Treasury","Runic String","-","4.28%","Skeletal Champion",842
"Bristle Woods Rift","Hidden Treasury","Runic String","-","4.16%","Portal Paladin",842
"Bristle Woods Rift","Hidden Treasury","Runic String","-","2.14%","Harbinger of Death",842
"Bristle Woods Rift","Ingress","Runic String","-","20.04%","Sentient Slime",2365
"Bristle Woods Rift","Ingress","Runic String","-","19.92%","Clockwork Timespinner",2365
"Bristle Woods Rift","Ingress","Runic String","-","19.28%","Portal Pursuer",2365
"Bristle Woods Rift","Ingress","Runic String","-","19.03%","Dread Knight",2365
"Bristle Woods Rift","Ingress","Runic String","-","11.54%","Vigilant Ward",2365
"Bristle Woods Rift","Ingress","Runic String","-","9.13%","Shackled Servant",2365
"Bristle Woods Rift","Ingress","Runic String","-","1.06%","Harbinger of Death",2365
"Bristle Woods Rift","Lucky Tower","Runic String","-","23.29%","Epoch Golem",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","15.59%","Portal Plunderer",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","13.31%","Clockwork Timespinner",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","11.79%","Dread Knight",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","10.36%","Record Keeper",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","9.79%","Record Keeper's Assistant",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","5.51%","Skeletal Champion",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","5.42%","Portal Paladin",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","2.85%","Sentient Slime",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","2.00%","Harbinger of Death",1052
"Bristle Woods Rift","Lucky Tower","Runic String","-","0.10%","Portal Pursuer",1052
"Bristle Woods Rift","Runic Laboratory","Runic String","-","29.48%","Timelost Thaumaturge",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","15.83%","Shackled Servant",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","15.70%","Chamber Cleaver",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","11.43%","Timeslither Pythoness",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","10.22%","Dread Knight",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","6.71%","Vigilant Ward",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","4.33%","Skeletal Champion",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","3.95%","Portal Paladin",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","1.83%","Harbinger of Death",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","0.32%","Sentient Slime",4637
"Bristle Woods Rift","Runic Laboratory","Runic String","-","0.19%","Portal Pursuer",4637
"Bristle Woods Rift","Security","Runic String","-","90.98%","Skeletal Champion",255
"Bristle Woods Rift","Security","Runic String","-","7.06%","Timelost Thaumaturge",255
"Bristle Woods Rift","Security","Runic String","-","0.78%","Portal Pursuer",255
"Bristle Woods Rift","Security","Runic String","-","0.78%","Shackled Servant",255
"Bristle Woods Rift","Security","Runic String","-","0.39%","Vigilant Ward",255
"Bristle Woods Rift","Timewarp","Runic String","-","33.71%","Carrion Medium",36410
"Bristle Woods Rift","Timewarp","Runic String","-","26.16%","Chronomaster",36410
"Bristle Woods Rift","Timewarp","Runic String","-","19.10%","Timeless Lich",36410
"Bristle Woods Rift","Timewarp","Runic String","-","10.20%","Sentient Slime",36410
"Bristle Woods Rift","Timewarp","Runic String","-","5.34%","Skeletal Champion",36410
"Bristle Woods Rift","Timewarp","Runic String","-","5.13%","Portal Paladin",36410
"Bristle Woods Rift","Timewarp","Runic String","-","0.36%","Portal Pursuer",36410
"Bristle Woods Rift","Ancient Lab","Ancient String","-","43.86%","Epoch Golem",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","22.21%","Portal Plunderer",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","9.36%","Dread Knight",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","5.86%","Portal Paladin",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","5.68%","Skeletal Champion",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","5.12%","Record Keeper",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","4.12%","Clockwork Timespinner",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","2.25%","Record Keeper's Assistant",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","1.12%","Sentient Slime",1603
"Bristle Woods Rift","Ancient Lab","Ancient String","-","0.44%","Portal Pursuer",1603
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","54.74%","Sentient Slime",1551
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","36.17%","Dread Knight",1551
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","8.58%","Portal Paladin",1551
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","0.32%","Portal Pursuer",1551
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","0.19%","Harbinger of Death",1551
"Bristle Woods Rift","Gearworks","Ancient String","-","37.94%","Dread Knight",564
"Bristle Woods Rift","Gearworks","Ancient String","-","12.94%","Portal Plunderer",564
"Bristle Woods Rift","Gearworks","Ancient String","-","9.04%","Record Keeper's Assistant",564
"Bristle Woods Rift","Gearworks","Ancient String","-","8.87%","Clockwork Timespinner",564
"Bristle Woods Rift","Gearworks","Ancient String","-","8.69%","Sentient Slime",564
"Bristle Woods Rift","Gearworks","Ancient String","-","7.80%","Skeletal Champion",564
"Bristle Woods Rift","Gearworks","Ancient String","-","7.45%","Record Keeper",564
"Bristle Woods Rift","Gearworks","Ancient String","-","5.85%","Portal Paladin",564
"Bristle Woods Rift","Gearworks","Ancient String","-","1.42%","Portal Pursuer",564
"Bristle Woods Rift","Guard Barracks","Ancient String","-","57.17%","Portal Paladin",2029
"Bristle Woods Rift","Guard Barracks","Ancient String","-","15.48%","Dread Knight",2029
"Bristle Woods Rift","Guard Barracks","Ancient String","-","11.48%","Sentient Slime",2029
"Bristle Woods Rift","Guard Barracks","Ancient String","-","9.17%","Epoch Golem",2029
"Bristle Woods Rift","Guard Barracks","Ancient String","-","6.16%","Clockwork Timespinner",2029
"Bristle Woods Rift","Guard Barracks","Ancient String","-","0.54%","Portal Pursuer",2029
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","23.77%","Timeslither Pythoness",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","19.95%","Epoch Golem",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","16.39%","Timeless Lich",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","13.93%","Portal Plunderer",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","5.74%","Dread Knight",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","5.46%","Carrion Medium",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","5.46%","Portal Paladin",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","4.10%","Shackled Servant",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","3.55%","Skeletal Champion",366
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","1.64%","Harbinger of Death",366
"Bristle Woods Rift","Ingress","Ancient String","-","24.84%","Portal Pursuer",761
"Bristle Woods Rift","Ingress","Ancient String","-","20.24%","Clockwork Timespinner",761
"Bristle Woods Rift","Ingress","Ancient String","-","15.24%","Sentient Slime",761
"Bristle Woods Rift","Ingress","Ancient String","-","14.98%","Dread Knight",761
"Bristle Woods Rift","Ingress","Ancient String","-","12.09%","Shackled Servant",761
"Bristle Woods Rift","Ingress","Ancient String","-","11.30%","Vigilant Ward",761
"Bristle Woods Rift","Ingress","Ancient String","-","1.31%","Harbinger of Death",761
"Bristle Woods Rift","Lucky Tower","Ancient String","-","22.50%","Epoch Golem",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","16.35%","Portal Plunderer",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","14.62%","Clockwork Timespinner",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","10.77%","Record Keeper",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","10.38%","Dread Knight",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","9.62%","Record Keeper's Assistant",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","7.12%","Portal Paladin",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","4.62%","Skeletal Champion",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","2.69%","Sentient Slime",520
"Bristle Woods Rift","Lucky Tower","Ancient String","-","1.35%","Harbinger of Death",520
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","25.99%","Timelost Thaumaturge",15989
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","20.86%","Vigilant Ward",15989
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","20.05%","Shackled Servant",15989
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","10.54%","Timeslither Pythoness",15989
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","9.48%","Sentient Slime",15989
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","5.45%","Portal Paladin",15989
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","5.18%","Skeletal Champion",15989
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","2.14%","Harbinger of Death",15989
"Bristle Woods Rift","Runic Laboratory","Ancient String","-","0.30%","Portal Pursuer",15989
"Bristle Woods Rift","Security","Ancient String","-","91.06%","Skeletal Champion",179
"Bristle Woods Rift","Security","Ancient String","-","6.15%","Timelost Thaumaturge",179
"Bristle Woods Rift","Security","Ancient String","-","1.68%","Shackled Servant",179
"Bristle Woods Rift","Security","Ancient String","-","1.12%","Vigilant Ward",179
"Bristle Woods Rift","Timewarp","Ancient String","-","30.18%","Dread Knight",792
"Bristle Woods Rift","Timewarp","Ancient String","-","26.01%","Sentient Slime",792
"Bristle Woods Rift","Timewarp","Ancient String","-","16.41%","Carrion Medium",792
"Bristle Woods Rift","Timewarp","Ancient String","-","15.66%","Timeless Lich",792
"Bristle Woods Rift","Timewarp","Ancient String","-","5.81%","Skeletal Champion",792
"Bristle Woods Rift","Timewarp","Ancient String","-","4.92%","Portal Paladin",792
"Bristle Woods Rift","Timewarp","Ancient String","-","1.01%","Portal Pursuer",792
"Bristle Woods Rift","Ancient Lab","Magical String","-","40.09%","Epoch Golem",3871
"Bristle Woods Rift","Ancient Lab","Magical String","-","21.21%","Portal Plunderer",3871
"Bristle Woods Rift","Ancient Lab","Magical String","-","13.25%","Clockwork Timespinner",3871
"Bristle Woods Rift","Ancient Lab","Magical String","-","5.58%","Portal Paladin",3871
"Bristle Woods Rift","Ancient Lab","Magical String","-","5.17%","Record Keeper's Assistant",3871
"Bristle Woods Rift","Ancient Lab","Magical String","-","4.96%","Sentient Slime",3871
"Bristle Woods Rift","Ancient Lab","Magical String","-","4.88%","Record Keeper",3871
"Bristle Woods Rift","Ancient Lab","Magical String","-","4.86%","Skeletal Champion",3871
"Bristle Woods Rift","Frozen Alcove","Magical String","-","79.75%","Sentient Slime",1353
"Bristle Woods Rift","Frozen Alcove","Magical String","-","11.75%","Dread Knight",1353
"Bristle Woods Rift","Frozen Alcove","Magical String","-","8.50%","Portal Paladin",1353
"Bristle Woods Rift","Gearworks","Magical String","-","20.61%","Record Keeper's Assistant",2082
"Bristle Woods Rift","Gearworks","Magical String","-","17.44%","Record Keeper",2082
"Bristle Woods Rift","Gearworks","Magical String","-","16.47%","Dread Knight",2082
"Bristle Woods Rift","Gearworks","Magical String","-","14.65%","Sentient Slime",2082
"Bristle Woods Rift","Gearworks","Magical String","-","9.03%","Skeletal Champion",2082
"Bristle Woods Rift","Gearworks","Magical String","-","8.89%","Portal Paladin",2082
"Bristle Woods Rift","Gearworks","Magical String","-","4.51%","Clockwork Timespinner",2082
"Bristle Woods Rift","Gearworks","Magical String","-","4.27%","Portal Plunderer",2082
"Bristle Woods Rift","Gearworks","Magical String","-","4.13%","Epoch Golem",2082
"Bristle Woods Rift","Guard Barracks","Magical String","-","45.06%","Portal Paladin",1864
"Bristle Woods Rift","Guard Barracks","Magical String","-","18.03%","Sentient Slime",1864
"Bristle Woods Rift","Guard Barracks","Magical String","-","14.38%","Clockwork Timespinner",1864
"Bristle Woods Rift","Guard Barracks","Magical String","-","11.96%","Epoch Golem",1864
"Bristle Woods Rift","Guard Barracks","Magical String","-","10.57%","Dread Knight",1864
"Bristle Woods Rift","Hidden Treasury","Magical String","-","36.86%","Epoch Golem",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","12.89%","Timeless Lich",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","10.82%","Timeslither Pythoness",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","10.57%","Portal Plunderer",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","6.44%","Skeletal Champion",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","6.19%","Portal Paladin",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","5.93%","Dread Knight",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","4.90%","Shackled Servant",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","3.87%","Carrion Medium",388
"Bristle Woods Rift","Hidden Treasury","Magical String","-","1.55%","Harbinger of Death",388
"Bristle Woods Rift","Ingress","Magical String","-","38.75%","Portal Pursuer",431
"Bristle Woods Rift","Ingress","Magical String","-","19.49%","Sentient Slime",431
"Bristle Woods Rift","Ingress","Magical String","-","19.03%","Clockwork Timespinner",431
"Bristle Woods Rift","Ingress","Magical String","-","9.51%","Shackled Servant",431
"Bristle Woods Rift","Ingress","Magical String","-","8.58%","Vigilant Ward",431
"Bristle Woods Rift","Ingress","Magical String","-","3.25%","Dread Knight",431
"Bristle Woods Rift","Ingress","Magical String","-","1.39%","Harbinger of Death",431
"Bristle Woods Rift","Lucky Tower","Magical String","-","22.84%","Epoch Golem",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","17.43%","Clockwork Timespinner",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","13.03%","Portal Plunderer",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","10.49%","Record Keeper's Assistant",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","10.49%","Record Keeper",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","9.98%","Dread Knight",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","5.08%","Skeletal Champion",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","4.23%","Portal Paladin",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","4.06%","Sentient Slime",591
"Bristle Woods Rift","Lucky Tower","Magical String","-","2.37%","Harbinger of Death",591
"Bristle Woods Rift","Runic Laboratory","Magical String","-","40.97%","Sentient Slime",393
"Bristle Woods Rift","Runic Laboratory","Magical String","-","19.34%","Dread Knight",393
"Bristle Woods Rift","Runic Laboratory","Magical String","-","16.03%","Shackled Servant",393
"Bristle Woods Rift","Runic Laboratory","Magical String","-","8.14%","Vigilant Ward",393
"Bristle Woods Rift","Runic Laboratory","Magical String","-","6.36%","Skeletal Champion",393
"Bristle Woods Rift","Runic Laboratory","Magical String","-","4.07%","Portal Paladin",393
"Bristle Woods Rift","Runic Laboratory","Magical String","-","3.56%","Harbinger of Death",393
"Bristle Woods Rift","Runic Laboratory","Magical String","-","1.53%","Timelost Thaumaturge",393
"Bristle Woods Rift","Security","Magical String","-","91.67%","Skeletal Champion",120
"Bristle Woods Rift","Security","Magical String","-","5.83%","Timelost Thaumaturge",120
"Bristle Woods Rift","Security","Magical String","-","1.67%","Vigilant Ward",120
"Bristle Woods Rift","Security","Magical String","-","0.83%","Shackled Servant",120
"Bristle Woods Rift","Timewarp","Magical String","-","40.41%","Sentient Slime",344
"Bristle Woods Rift","Timewarp","Magical String","-","33.72%","Dread Knight",344
"Bristle Woods Rift","Timewarp","Magical String","-","11.05%","Carrion Medium",344
"Bristle Woods Rift","Timewarp","Magical String","-","6.40%","Skeletal Champion",344
"Bristle Woods Rift","Timewarp","Magical String","-","4.94%","Portal Paladin",344
"Bristle Woods Rift","Timewarp","Magical String","-","3.49%","Timeless Lich",344
"Bristle Woods Rift","Ancient Lab","Brie String","-","40.79%","Clockwork Timespinner",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","37.09%","Portal Plunderer",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","5.35%","Skeletal Champion",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","5.19%","Record Keeper",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","4.95%","Portal Paladin",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","4.18%","Epoch Golem",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","1.07%","Dread Knight",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","0.50%","Sentient Slime",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","0.50%","Record Keeper's Assistant",42312
"Bristle Woods Rift","Ancient Lab","Brie String","-","0.38%","Portal Pursuer",42312
"Bristle Woods Rift","Frozen Alcove","Brie String","-","79.13%","Sentient Slime",1385
"Bristle Woods Rift","Frozen Alcove","Brie String","-","10.90%","Dread Knight",1385
"Bristle Woods Rift","Frozen Alcove","Brie String","-","8.74%","Portal Paladin",1385
"Bristle Woods Rift","Frozen Alcove","Brie String","-","1.23%","Portal Pursuer",1385
"Bristle Woods Rift","Furnace Room","Brie String","-","89.94%","Skeletal Champion",328
"Bristle Woods Rift","Furnace Room","Brie String","-","2.74%","Portal Paladin",328
"Bristle Woods Rift","Furnace Room","Brie String","-","2.13%","Portal Pursuer",328
"Bristle Woods Rift","Furnace Room","Brie String","-","1.83%","Portal Plunderer",328
"Bristle Woods Rift","Furnace Room","Brie String","-","1.83%","Clockwork Timespinner",328
"Bristle Woods Rift","Furnace Room","Brie String","-","1.52%","Dread Knight",328
"Bristle Woods Rift","Gearworks","Brie String","-","22.70%","Record Keeper's Assistant",13024
"Bristle Woods Rift","Gearworks","Brie String","-","16.69%","Dread Knight",13024
"Bristle Woods Rift","Gearworks","Brie String","-","15.05%","Record Keeper",13024
"Bristle Woods Rift","Gearworks","Brie String","-","13.32%","Sentient Slime",13024
"Bristle Woods Rift","Gearworks","Brie String","-","11.79%","Skeletal Champion",13024
"Bristle Woods Rift","Gearworks","Brie String","-","7.49%","Clockwork Timespinner",13024
"Bristle Woods Rift","Gearworks","Brie String","-","7.32%","Portal Paladin",13024
"Bristle Woods Rift","Gearworks","Brie String","-","5.41%","Portal Plunderer",13024
"Bristle Woods Rift","Gearworks","Brie String","-","0.22%","Portal Pursuer",13024
"Bristle Woods Rift","Guard Barracks","Brie String","-","41.04%","Portal Paladin",2154
"Bristle Woods Rift","Guard Barracks","Brie String","-","26.46%","Clockwork Timespinner",2154
"Bristle Woods Rift","Guard Barracks","Brie String","-","22.98%","Sentient Slime",2154
"Bristle Woods Rift","Guard Barracks","Brie String","-","8.96%","Dread Knight",2154
"Bristle Woods Rift","Guard Barracks","Brie String","-","0.56%","Portal Pursuer",2154
"Bristle Woods Rift","Hidden Treasury","Brie String","-","35.70%","Portal Plunderer",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","11.53%","Dread Knight",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","10.83%","Timeslither Pythoness",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","10.19%","Timeless Lich",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","8.70%","Epoch Golem",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","6.14%","Carrion Medium",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","5.02%","Shackled Servant",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","5.02%","Skeletal Champion",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","4.54%","Portal Paladin",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","2.13%","Harbinger of Death",1874
"Bristle Woods Rift","Hidden Treasury","Brie String","-","0.21%","Portal Pursuer",1874
"Bristle Woods Rift","Ingress","Brie String","-","34.38%","Portal Pursuer",992
"Bristle Woods Rift","Ingress","Brie String","-","26.11%","Sentient Slime",992
"Bristle Woods Rift","Ingress","Brie String","-","19.96%","Clockwork Timespinner",992
"Bristle Woods Rift","Ingress","Brie String","-","8.97%","Vigilant Ward",992
"Bristle Woods Rift","Ingress","Brie String","-","6.25%","Shackled Servant",992
"Bristle Woods Rift","Ingress","Brie String","-","2.82%","Dread Knight",992
"Bristle Woods Rift","Ingress","Brie String","-","1.51%","Harbinger of Death",992
"Bristle Woods Rift","Lucky Tower","Brie String","-","20.33%","Clockwork Timespinner",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","20.17%","Portal Plunderer",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","10.98%","Record Keeper",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","10.94%","Record Keeper's Assistant",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","10.37%","Dread Knight",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","10.30%","Sentient Slime",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","5.59%","Epoch Golem",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","5.17%","Skeletal Champion",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","4.29%","Portal Paladin",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","1.52%","Harbinger of Death",2632
"Bristle Woods Rift","Lucky Tower","Brie String","-","0.34%","Portal Pursuer",2632
"Bristle Woods Rift","Pursuer Mousoleum","Brie String","-","82.96%","Skeletal Champion",405
"Bristle Woods Rift","Pursuer Mousoleum","Brie String","-","11.85%","Portal Pursuer",405
"Bristle Woods Rift","Pursuer Mousoleum","Brie String","-","5.19%","Record Keeper's Assistant",405
"Bristle Woods Rift","Runic Laboratory","Brie String","-","38.60%","Sentient Slime",2246
"Bristle Woods Rift","Runic Laboratory","Brie String","-","25.07%","Dread Knight",2246
"Bristle Woods Rift","Runic Laboratory","Brie String","-","14.78%","Vigilant Ward",2246
"Bristle Woods Rift","Runic Laboratory","Brie String","-","8.73%","Shackled Servant",2246
