"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Great Gnarled Tree","-","Dumpling","-","2.37%","Costumed Tiger",380
"Great Gnarled Tree","-","Dumpling","-","2.37%","Costumed Rabbit",380
"Great Gnarled Tree","-","Dumpling","-","2.37%","Treant",380
"Great Gnarled Tree","-","Dumpling","-","2.11%","Costumed Dragon",380
"Great Gnarled Tree","-","Dumpling","-","1.84%","Costumed Sheep",380
"Great Gnarled Tree","-","Dumpling","-","1.84%","Costumed Monkey",380
"Great Gnarled Tree","-","Dumpling","-","1.05%","Costumed Rooster",380
"Dojo","-","Dumpling","-","7.98%","Student of the Cheese Claw",451
"Dojo","-","Dumpling","-","7.54%","Dumpling Chef",451
"Dojo","-","Dumpling","-","6.87%","Calligraphy",451
"Dojo","-","Dumpling","-","6.65%","Red Envelope",451
"Dojo","-","Dumpling","-","6.43%","Student of the Cheese Belt",451
"Dojo","-","Dumpling","-","5.54%","Extreme Everysports",451
"Dojo","-","Dumpling","-","5.10%","Monk",451
"Dojo","-","Dumpling","-","5.10%","Student of the Cheese Fang",451
"Dojo","-","Dumpling","-","4.88%","Samurai",451
"Dojo","-","Dumpling","-","4.66%","Winter Games",451
"Dojo","-","Dumpling","-","3.99%","Wave Racer",451
"Dojo","-","Dumpling","-","3.77%","Kung Fu",451
"Dojo","-","Dumpling","-","2.88%","Trampoline",451
"Dojo","-","Dumpling","-","2.44%","Costumed Rooster",451
"Dojo","-","Dumpling","-","2.22%","Costumed Horse",451
"Dojo","-","Dumpling","-","2.22%","Costumed Sheep",451
"Dojo","-","Dumpling","-","2.22%","Ninja",451
"Dojo","-","Dumpling","-","2.00%","Costumed Rabbit",451
"Dojo","-","Dumpling","-","2.00%","Archer",451
"Dojo","-","Dumpling","-","1.77%","Costumed Monkey",451
"Dojo","-","Dumpling","-","1.55%","Costumed Snake",451
"Dojo","-","Dumpling","-","1.33%","Costumed Dragon",451
"Dojo","-","Dumpling","-","1.33%","Costumed Dog",451
"Dojo","-","Dumpling","-","1.11%","Costumed Tiger",451
"Dojo","-","Dumpling","-","0.89%","Hapless",451
"S.S. Huntington III","-","Dumpling","-","7.75%","Red Envelope",2154
"S.S. Huntington III","-","Dumpling","-","7.61%","Calligraphy",2154
"S.S. Huntington III","-","Dumpling","-","6.73%","Dumpling Chef",2154
"S.S. Huntington III","-","Dumpling","-","5.20%","Hurdle",2154
"S.S. Huntington III","-","Dumpling","-","4.87%","Bottled",2154
"S.S. Huntington III","-","Dumpling","-","4.83%","Trampoline",2154
"S.S. Huntington III","-","Dumpling","-","4.55%","Squeaken",2154
"S.S. Huntington III","-","Dumpling","-","4.55%","Swabbie",2154
"S.S. Huntington III","-","Dumpling","-","4.46%","Extreme Everysports",2154
"S.S. Huntington III","-","Dumpling","-","4.36%","Leviathan",2154
"S.S. Huntington III","-","Dumpling","-","4.13%","Pirate",2154
"S.S. Huntington III","-","Dumpling","-","4.13%","Shipwrecked",2154
"S.S. Huntington III","-","Dumpling","-","4.09%","Wave Racer",2154
"S.S. Huntington III","-","Dumpling","-","3.67%","Winter Games",2154
"S.S. Huntington III","-","Dumpling","-","3.48%","Siren",2154
"S.S. Huntington III","-","Dumpling","-","3.30%","Buccaneer",2154
"S.S. Huntington III","-","Dumpling","-","2.65%","Captain",2154
"S.S. Huntington III","-","Dumpling","-","2.46%","Costumed Tiger",2154
"S.S. Huntington III","-","Dumpling","-","2.41%","Costumed Horse",2154
"S.S. Huntington III","-","Dumpling","-","2.37%","Costumed Snake",2154
"S.S. Huntington III","-","Dumpling","-","2.32%","Costumed Rooster",2154
"S.S. Huntington III","-","Dumpling","-","2.18%","Costumed Rabbit",2154
"S.S. Huntington III","-","Dumpling","-","2.18%","Costumed Dragon",2154
"S.S. Huntington III","-","Dumpling","-","1.86%","Costumed Sheep",2154
"S.S. Huntington III","-","Dumpling","-","1.81%","Costumed Dog",2154
"S.S. Huntington III","-","Dumpling","-","1.67%","Costumed Monkey",2154
"S.S. Huntington III","-","Dumpling","-","0.37%","Shelder",2154
"King's Gauntlet","-","Dumpling","-","7.83%","Calligraphy",2696
"King's Gauntlet","-","Dumpling","-","7.38%","Red Envelope",2696
"King's Gauntlet","-","Dumpling","-","6.90%","Dumpling Chef",2696
"King's Gauntlet","-","Dumpling","-","5.23%","Winter Games",2696
"King's Gauntlet","-","Dumpling","-","5.08%","Trampoline",2696
"King's Gauntlet","-","Dumpling","-","4.97%","Wave Racer",2696
"King's Gauntlet","-","Dumpling","-","4.97%","Hurdle",2696
"King's Gauntlet","-","Dumpling","-","4.82%","Extreme Everysports",2696
"King's Gauntlet","-","Dumpling","-","4.34%","Escape Artist",2696
"King's Gauntlet","-","Dumpling","-","4.27%","Fencer",2696
"King's Gauntlet","-","Dumpling","-","4.08%","Hapless Marionette",2696
"King's Gauntlet","-","Dumpling","-","3.49%","Rogue",2696
"King's Gauntlet","-","Dumpling","-","3.45%","Clockwork Samurai",2696
"King's Gauntlet","-","Dumpling","-","3.26%","Puppet Master",2696
"King's Gauntlet","-","Dumpling","-","3.08%","Toy Sylvan",2696
"King's Gauntlet","-","Dumpling","-","3.00%","Sock Puppet Ghost",2696
"King's Gauntlet","-","Dumpling","-","2.97%","Cavalier",2696
"King's Gauntlet","-","Dumpling","-","2.86%","Wound Up White",2696
"King's Gauntlet","-","Dumpling","-","2.49%","Costumed Dog",2696
"King's Gauntlet","-","Dumpling","-","2.15%","Costumed Rabbit",2696
"King's Gauntlet","-","Dumpling","-","2.15%","Costumed Dragon",2696
"King's Gauntlet","-","Dumpling","-","2.00%","Costumed Sheep",2696
"King's Gauntlet","-","Dumpling","-","1.97%","Costumed Rooster",2696
"King's Gauntlet","-","Dumpling","-","1.93%","Costumed Horse",2696
"King's Gauntlet","-","Dumpling","-","1.89%","Costumed Snake",2696
"King's Gauntlet","-","Dumpling","-","1.89%","Costumed Monkey",2696
"King's Gauntlet","-","Dumpling","-","1.56%","Costumed Tiger",2696
"Claw Shot City","-","Dumpling","-","10.87%","Lasso Cowgirl",690
"Claw Shot City","-","Dumpling","-","7.97%","Calligraphy",690
"Claw Shot City","-","Dumpling","-","7.39%","Saloon Gal",690
"Claw Shot City","-","Dumpling","-","7.25%","Ruffian",690
"Claw Shot City","-","Dumpling","-","6.52%","Dumpling Chef",690
"Claw Shot City","-","Dumpling","-","6.38%","Shopkeeper",690
"Claw Shot City","-","Dumpling","-","6.09%","Prospector",690
"Claw Shot City","-","Dumpling","-","5.80%","Red Envelope",690
"Claw Shot City","-","Dumpling","-","5.07%","Extreme Everysports",690
"Claw Shot City","-","Dumpling","-","4.49%","Winter Games",690
"Claw Shot City","-","Dumpling","-","4.49%","Tumbleweed",690
"Claw Shot City","-","Dumpling","-","4.35%","Trampoline",690
"Claw Shot City","-","Dumpling","-","3.77%","Wave Racer",690
"Claw Shot City","-","Dumpling","-","3.19%","Hurdle",690
"Claw Shot City","-","Dumpling","-","3.19%","Costumed Dragon",690
"Claw Shot City","-","Dumpling","-","2.03%","Costumed Horse",690
"Claw Shot City","-","Dumpling","-","1.88%","Costumed Tiger",690
"Claw Shot City","-","Dumpling","-","1.88%","Costumed Dog",690
"Claw Shot City","-","Dumpling","-","1.74%","Costumed Sheep",690
"Claw Shot City","-","Dumpling","-","1.59%","Costumed Rooster",690
"Claw Shot City","-","Dumpling","-","1.45%","Costumed Snake",690
"Claw Shot City","-","Dumpling","-","1.45%","Costumed Monkey",690
"Claw Shot City","-","Dumpling","-","1.16%","Costumed Rabbit",690
"Muridae Market","-","Dumpling","-","11.43%","Lumberjack",621
"Muridae Market","-","Dumpling","-","9.98%","Red Envelope",621
"Muridae Market","-","Dumpling","-","9.34%","Calligraphy",621
"Muridae Market","-","Dumpling","-","9.02%","Limestone Miner",621
"Muridae Market","-","Dumpling","-","7.25%","Dumpling Chef",621
"Muridae Market","-","Dumpling","-","6.44%","Glass Blower",621
"Muridae Market","-","Dumpling","-","5.48%","Spice Merchant",621
"Muridae Market","-","Dumpling","-","3.70%","Falling Carpet",621
"Muridae Market","-","Dumpling","-","3.38%","Winter Games",621
"Muridae Market","-","Dumpling","-","2.90%","Hurdle",621
"Muridae Market","-","Dumpling","-","2.42%","Costumed Tiger",621
"Muridae Market","-","Dumpling","-","2.25%","Costumed Horse",621
"Muridae Market","-","Dumpling","-","2.25%","Snake Charmer",621
"Muridae Market","-","Dumpling","-","2.25%","Extreme Everysports",621
"Muridae Market","-","Dumpling","-","2.25%","Desert Nomad",621
"Muridae Market","-","Dumpling","-","2.25%","Costumed Rabbit",621
"Muridae Market","-","Dumpling","-","2.09%","Costumed Sheep",621
"Muridae Market","-","Dumpling","-","1.93%","Costumed Dog",621
"Muridae Market","-","Dumpling","-","1.93%","Market Guard",621
"Muridae Market","-","Dumpling","-","1.77%","Costumed Dragon",621
"Muridae Market","-","Dumpling","-","1.77%","Costumed Monkey",621
"Muridae Market","-","Dumpling","-","1.77%","Costumed Rooster",621
"Muridae Market","-","Dumpling","-","1.77%","Trampoline",621
"Muridae Market","-","Dumpling","-","1.45%","Costumed Snake",621
"Muridae Market","-","Dumpling","-","1.45%","Pie Thief",621
"Muridae Market","-","Dumpling","-","1.45%","Wave Racer",621
"Gnawnia Rift","-","Dumpling","-","10.44%","Excitable Electric",1245
"Gnawnia Rift","-","Dumpling","-","8.27%","Red Envelope",1245
"Gnawnia Rift","-","Dumpling","-","8.11%","Calligraphy",1245
"Gnawnia Rift","-","Dumpling","-","7.31%","Agitated Gentle Giant",1245
"Gnawnia Rift","-","Dumpling","-","6.91%","Dumpling Chef",1245
"Gnawnia Rift","-","Dumpling","-","5.78%","Wealth",1245
"Gnawnia Rift","-","Dumpling","-","4.98%","Spiritual Steel",1245
"Gnawnia Rift","-","Dumpling","-","4.66%","Mighty Mole",1245
"Gnawnia Rift","-","Dumpling","-","3.86%","Wave Racer",1245
"Gnawnia Rift","-","Dumpling","-","3.45%","Hurdle",1245
"Gnawnia Rift","-","Dumpling","-","3.21%","Winter Games",1245
"Gnawnia Rift","-","Dumpling","-","3.13%","Trampoline",1245
"Gnawnia Rift","-","Dumpling","-","2.97%","Extreme Everysports",1245
"Gnawnia Rift","-","Dumpling","-","2.89%","Shard Centurion",1245
"Gnawnia Rift","-","Dumpling","-","2.73%","Costumed Tiger",1245
"Gnawnia Rift","-","Dumpling","-","2.57%","Costumed Monkey",1245
"Gnawnia Rift","-","Dumpling","-","2.57%","Costumed Rabbit",1245
"Gnawnia Rift","-","Dumpling","-","2.49%","Costumed Dragon",1245
"Gnawnia Rift","-","Dumpling","-","2.33%","Costumed Sheep",1245
"Gnawnia Rift","-","Dumpling","-","2.33%","Costumed Dog",1245
"Gnawnia Rift","-","Dumpling","-","2.25%","Costumed Snake",1245
"Gnawnia Rift","-","Dumpling","-","2.17%","Costumed Horse",1245
"Gnawnia Rift","-","Dumpling","-","1.77%","Cyborg",1245
"Gnawnia Rift","-","Dumpling","-","1.53%","Costumed Rooster",1245
"Gnawnia Rift","-","Dumpling","-","1.29%","Raw Diamond",1245
"Fungal Cavern","-","Dumpling","-","10.07%","Floating Spore",4834
"Fungal Cavern","-","Dumpling","-","7.45%","Dumpling Chef",4834
"Fungal Cavern","-","Dumpling","-","7.26%","Calligraphy",4834
"Fungal Cavern","-","Dumpling","-","6.93%","Red Envelope",4834
"Fungal Cavern","-","Dumpling","-","5.79%","Hurdle",4834
"Fungal Cavern","-","Dumpling","-","5.17%","Dirt Thing",4834
"Fungal Cavern","-","Dumpling","-","5.01%","Trampoline",4834
"Fungal Cavern","-","Dumpling","-","4.94%","Crag Elder",4834
"Fungal Cavern","-","Dumpling","-","4.92%","Winter Games",4834
"Fungal Cavern","-","Dumpling","-","4.82%","Wave Racer",4834
"Fungal Cavern","-","Dumpling","-","4.68%","Extreme Everysports",4834
"Fungal Cavern","-","Dumpling","-","4.59%","Crystalline Slasher",4834
"Fungal Cavern","-","Dumpling","-","2.50%","Costumed Snake",4834
"Fungal Cavern","-","Dumpling","-","2.42%","Costumed Tiger",4834
"Fungal Cavern","-","Dumpling","-","2.40%","Costumed Dragon",4834
"Fungal Cavern","-","Dumpling","-","2.30%","Costumed Dog",4834
"Fungal Cavern","-","Dumpling","-","2.25%","Costumed Rabbit",4834
"Fungal Cavern","-","Dumpling","-","2.13%","Costumed Monkey",4834
"Fungal Cavern","-","Dumpling","-","2.09%","Costumed Horse",4834
"Fungal Cavern","-","Dumpling","-","1.97%","Lumahead",4834
"Fungal Cavern","-","Dumpling","-","1.92%","Costumed Rooster",4834
"Fungal Cavern","-","Dumpling","-","1.88%","Quillback",4834
"Fungal Cavern","-","Dumpling","-","1.82%","Mushroom Sprite",4834
"Fungal Cavern","-","Dumpling","-","1.78%","Costumed Sheep",4834
"Fungal Cavern","-","Dumpling","-","1.70%","Funglore",4834
"Fungal Cavern","-","Dumpling","-","1.20%","Mush",4834
"Moussu Picchu","-","Dumpling","-","8.63%","Calligraphy",2062
"Moussu Picchu","-","Dumpling","-","8.54%","Breeze Borrower",2062
"Moussu Picchu","-","Dumpling","-","7.52%","Spore Salesman",2062
"Moussu Picchu","-","Dumpling","-","7.08%","Red Envelope",2062
"Moussu Picchu","-","Dumpling","-","6.98%","Dumpling Chef",2062
"Moussu Picchu","-","Dumpling","-","6.35%","Windy Farmer",2062
"Moussu Picchu","-","Dumpling","-","6.30%","Cloud Collector",2062
"Moussu Picchu","-","Dumpling","-","5.33%","Nightshade Flower Girl",2062
"Moussu Picchu","-","Dumpling","-","5.00%","Rainwater Purifier",2062
"Moussu Picchu","-","Dumpling","-","4.22%","Trampoline",2062
"Moussu Picchu","-","Dumpling","-","3.88%","Hurdle",2062
"Moussu Picchu","-","Dumpling","-","3.69%","Extreme Everysports",2062
"Moussu Picchu","-","Dumpling","-","3.44%","Winter Games",2062
"Moussu Picchu","-","Dumpling","-","3.30%","Wave Racer",2062
"Moussu Picchu","-","Dumpling","-","2.72%","Costumed Tiger",2062
"Moussu Picchu","-","Dumpling","-","2.67%","Costumed Horse",2062
"Moussu Picchu","-","Dumpling","-","2.42%","Costumed Dragon",2062
"Moussu Picchu","-","Dumpling","-","2.23%","Costumed Sheep",2062
"Moussu Picchu","-","Dumpling","-","2.09%","Costumed Rooster",2062
"Moussu Picchu","-","Dumpling","-","2.04%","Costumed Snake",2062
"Moussu Picchu","-","Dumpling","-","1.94%","Costumed Rabbit",2062
"Moussu Picchu","-","Dumpling","-","1.84%","Costumed Monkey",2062
"Moussu Picchu","-","Dumpling","-","1.79%","Costumed Dog",2062
"Great Gnarled Tree","-","Nian Gao'da","-","18.24%","Lunar Red Candle Maker",159
"Great Gnarled Tree","-","Nian Gao'da","-","10.06%","Red Envelope",159
"Great Gnarled Tree","-","Nian Gao'da","-","8.81%","Dumpling Chef",159
"Great Gnarled Tree","-","Nian Gao'da","-","6.29%","Calligraphy",159
"Great Gnarled Tree","-","Nian Gao'da","-","4.40%","Costumed Horse",159
"Great Gnarled Tree","-","Nian Gao'da","-","4.40%","Hurdle",159
"Great Gnarled Tree","-","Nian Gao'da","-","3.14%","Costumed Rooster",159
"Great Gnarled Tree","-","Nian Gao'da","-","3.14%","Trampoline",159
"Great Gnarled Tree","-","Nian Gao'da","-","3.14%","Costumed Sheep",159
"Great Gnarled Tree","-","Nian Gao'da","-","3.14%","Winter Games",159
"Great Gnarled Tree","-","Nian Gao'da","-","3.14%","Black Widow",159
"Great Gnarled Tree","-","Nian Gao'da","-","3.14%","Foxy",159
"Great Gnarled Tree","-","Nian Gao'da","-","2.52%","Costumed Dog",159
"Great Gnarled Tree","-","Nian Gao'da","-","2.52%","Extreme Everysports",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Bear",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Centaur",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Costumed Monkey",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Nomad",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Wave Racer",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Costumed Tiger",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Nibbler",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Costumed Dragon",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.89%","Costumed Snake",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.26%","Tiger",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.26%","Costumed Rabbit",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.26%","Fairy",159
"Great Gnarled Tree","-","Nian Gao'da","-","1.26%","Chameleon",159
"Great Gnarled Tree","-","Nian Gao'da","-","0.63%","Frog",159
"Great Gnarled Tree","-","Nian Gao'da","-","0.63%","Wiggler",159
"Great Gnarled Tree","-","Nian Gao'da","-","0.63%","Treant",159
"S.S. Huntington III","-","Nian Gao'da","-","17.05%","Lunar Red Candle Maker",1073
"S.S. Huntington III","-","Nian Gao'da","-","6.90%","Red Envelope",1073
"S.S. Huntington III","-","Nian Gao'da","-","6.43%","Calligraphy",1073
"S.S. Huntington III","-","Nian Gao'da","-","6.34%","Dumpling Chef",1073
"S.S. Huntington III","-","Nian Gao'da","-","4.47%","Hurdle",1073
"S.S. Huntington III","-","Nian Gao'da","-","3.91%","Leviathan",1073
"S.S. Huntington III","-","Nian Gao'da","-","3.82%","Nibbler",1073
"S.S. Huntington III","-","Nian Gao'da","-","3.45%","Cook",1073
"S.S. Huntington III","-","Nian Gao'da","-","3.36%","Costumed Tiger",1073
"S.S. Huntington III","-","Nian Gao'da","-","3.08%","Wave Racer",1073
"S.S. Huntington III","-","Nian Gao'da","-","3.08%","Costumed Dog",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.89%","Swabbie",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.80%","Costumed Rooster",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.80%","Winter Games",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.70%","Extreme Everysports",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.61%","Costumed Snake",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.52%","Squeaken",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.52%","Bottled",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.52%","Costumed Monkey",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.33%","Costumed Sheep",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.24%","Costumed Horse",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.14%","Trampoline",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.14%","Siren",1073
"S.S. Huntington III","-","Nian Gao'da","-","2.14%","Costumed Dragon",1073
"S.S. Huntington III","-","Nian Gao'da","-","1.49%","Pirate",1073
"S.S. Huntington III","-","Nian Gao'da","-","1.40%","Shipwrecked",1073
"S.S. Huntington III","-","Nian Gao'da","-","1.30%","Costumed Rabbit",1073
"S.S. Huntington III","-","Nian Gao'da","-","0.93%","Buccaneer",1073
"S.S. Huntington III","-","Nian Gao'da","-","0.37%","Shelder",1073
"S.S. Huntington III","-","Nian Gao'da","-","0.28%","Captain",1073
"King's Gauntlet","-","Nian Gao'da","-","19.86%","Lunar Red Candle Maker",1007
"King's Gauntlet","-","Nian Gao'da","-","8.34%","Calligraphy",1007
"King's Gauntlet","-","Nian Gao'da","-","8.04%","Red Envelope",1007
"King's Gauntlet","-","Nian Gao'da","-","7.45%","Dumpling Chef",1007
"King's Gauntlet","-","Nian Gao'da","-","4.67%","Hurdle",1007
"King's Gauntlet","-","Nian Gao'da","-","4.37%","Wave Racer",1007
"King's Gauntlet","-","Nian Gao'da","-","4.27%","Extreme Everysports",1007
"King's Gauntlet","-","Nian Gao'da","-","3.77%","Winter Games",1007
"King's Gauntlet","-","Nian Gao'da","-","3.57%","Costumed Rabbit",1007
"King's Gauntlet","-","Nian Gao'da","-","3.28%","Trampoline",1007
"King's Gauntlet","-","Nian Gao'da","-","3.28%","Hapless Marionette",1007
"King's Gauntlet","-","Nian Gao'da","-","3.08%","Costumed Monkey",1007
"King's Gauntlet","-","Nian Gao'da","-","2.88%","Costumed Tiger",1007
"King's Gauntlet","-","Nian Gao'da","-","2.88%","Clockwork Samurai",1007
"King's Gauntlet","-","Nian Gao'da","-","2.78%","Costumed Dog",1007
"King's Gauntlet","-","Nian Gao'da","-","2.58%","Costumed Snake",1007
"King's Gauntlet","-","Nian Gao'da","-","2.18%","Costumed Horse",1007
"King's Gauntlet","-","Nian Gao'da","-","1.99%","Puppet Master",1007
"King's Gauntlet","-","Nian Gao'da","-","1.99%","Costumed Rooster",1007
"King's Gauntlet","-","Nian Gao'da","-","1.89%","Costumed Dragon",1007
"King's Gauntlet","-","Nian Gao'da","-","1.79%","Costumed Sheep",1007
"King's Gauntlet","-","Nian Gao'da","-","1.79%","Wound Up White",1007
"King's Gauntlet","-","Nian Gao'da","-","1.29%","Sock Puppet Ghost",1007
"King's Gauntlet","-","Nian Gao'da","-","0.70%","Toy Sylvan",1007
"King's Gauntlet","-","Nian Gao'da","-","0.60%","Rogue",1007
"King's Gauntlet","-","Nian Gao'da","-","0.30%","Escape Artist",1007
"King's Gauntlet","-","Nian Gao'da","-","0.30%","Fencer",1007
"King's Gauntlet","-","Nian Gao'da","-","0.10%","Cavalier",1007
"Claw Shot City","-","Nian Gao'da","-","17.66%","Lunar Red Candle Maker",385
"Claw Shot City","-","Nian Gao'da","-","8.57%","Pyrite",385
"Claw Shot City","-","Nian Gao'da","-","8.57%","Calligraphy",385
"Claw Shot City","-","Nian Gao'da","-","6.23%","Red Envelope",385
"Claw Shot City","-","Nian Gao'da","-","5.19%","Prospector",385
"Claw Shot City","-","Nian Gao'da","-","4.94%","Shopkeeper",385
"Claw Shot City","-","Nian Gao'da","-","4.94%","Lasso Cowgirl",385
"Claw Shot City","-","Nian Gao'da","-","4.68%","Costumed Horse",385
"Claw Shot City","-","Nian Gao'da","-","4.16%","Saloon Gal",385
"Claw Shot City","-","Nian Gao'da","-","3.90%","Ruffian",385
"Claw Shot City","-","Nian Gao'da","-","3.90%","Dumpling Chef",385
"Claw Shot City","-","Nian Gao'da","-","3.12%","Costumed Rabbit",385
"Claw Shot City","-","Nian Gao'da","-","3.12%","Tumbleweed",385
"Claw Shot City","-","Nian Gao'da","-","3.12%","Hurdle",385
"Claw Shot City","-","Nian Gao'da","-","2.60%","Costumed Snake",385
"Claw Shot City","-","Nian Gao'da","-","2.60%","Costumed Dog",385
"Claw Shot City","-","Nian Gao'da","-","2.08%","Costumed Tiger",385
"Claw Shot City","-","Nian Gao'da","-","2.08%","Costumed Monkey",385
"Claw Shot City","-","Nian Gao'da","-","1.82%","Extreme Everysports",385
"Claw Shot City","-","Nian Gao'da","-","1.56%","Costumed Dragon",385
"Claw Shot City","-","Nian Gao'da","-","1.56%","Costumed Sheep",385
"Claw Shot City","-","Nian Gao'da","-","1.56%","Costumed Rooster",385
"Claw Shot City","-","Nian Gao'da","-","1.30%","Trampoline",385
"Claw Shot City","-","Nian Gao'da","-","0.52%","Winter Games",385
"Claw Shot City","-","Nian Gao'da","-","0.26%","Wave Racer",385
"Muridae Market","-","Nian Gao'da","-","18.06%","Lunar Red Candle Maker",216
"Muridae Market","-","Nian Gao'da","-","11.11%","Red Envelope",216
"Muridae Market","-","Nian Gao'da","-","9.26%","Dumpling Chef",216
"Muridae Market","-","Nian Gao'da","-","6.48%","Calligraphy",216
"Muridae Market","-","Nian Gao'da","-","6.02%","Desert Architect",216
"Muridae Market","-","Nian Gao'da","-","6.02%","Hurdle",216
"Muridae Market","-","Nian Gao'da","-","4.63%","Costumed Sheep",216
"Muridae Market","-","Nian Gao'da","-","3.70%","Costumed Monkey",216
"Muridae Market","-","Nian Gao'da","-","2.78%","Extreme Everysports",216
"Muridae Market","-","Nian Gao'da","-","2.78%","Wave Racer",216
"Muridae Market","-","Nian Gao'da","-","2.78%","Limestone Miner",216
"Muridae Market","-","Nian Gao'da","-","2.78%","Costumed Horse",216
"Muridae Market","-","Nian Gao'da","-","2.78%","Trampoline",216
"Muridae Market","-","Nian Gao'da","-","2.31%","Costumed Rabbit",216
"Muridae Market","-","Nian Gao'da","-","2.31%","Glass Blower",216
"Muridae Market","-","Nian Gao'da","-","1.85%","Desert Nomad",216
"Muridae Market","-","Nian Gao'da","-","1.85%","Costumed Tiger",216
"Muridae Market","-","Nian Gao'da","-","1.85%","Costumed Dragon",216
"Muridae Market","-","Nian Gao'da","-","1.85%","Costumed Rooster",216
"Muridae Market","-","Nian Gao'da","-","1.85%","Winter Games",216
"Muridae Market","-","Nian Gao'da","-","1.39%","Costumed Dog",216
"Muridae Market","-","Nian Gao'da","-","1.39%","Falling Carpet",216
"Muridae Market","-","Nian Gao'da","-","1.39%","Lumberjack",216
"Muridae Market","-","Nian Gao'da","-","0.93%","Snake Charmer",216
"Muridae Market","-","Nian Gao'da","-","0.93%","Costumed Snake",216
"Muridae Market","-","Nian Gao'da","-","0.46%","Market Guard",216
"Muridae Market","-","Nian Gao'da","-","0.46%","Spice Merchant",216
"Gnawnia Rift","-","Nian Gao'da","-","19.15%","Lunar Red Candle Maker",914
"Gnawnia Rift","-","Nian Gao'da","-","7.11%","Red Envelope",914
"Gnawnia Rift","-","Nian Gao'da","-","6.67%","Calligraphy",914
"Gnawnia Rift","-","Nian Gao'da","-","5.91%","Dumpling Chef",914
"Gnawnia Rift","-","Nian Gao'da","-","4.38%","Micro",914
