"Location","Phase","Trap","Base","Cheese","Charm","Mouse","Loot","Qty","Sample"
"Town of Gnawnia","-","-","-","-","-","Magic","Lunar Lantern Candle",1,4
"Town of Gnawnia","-","-","-","-","-","Magic","Dumpling Cheese",1,4
"Town of Gnawnia","-","-","-","-","-","Pugilist","Dumpling Cheese",0.4090909090909091,66
"Town of Gnawnia","-","-","-","-","-","Silvertail","Dumpling Cheese",2.5,2
"Town of Gnawnia","-","-","-","-","-","Silvertail","Lunar Lantern Candle",1,2
"Town of Gnawnia","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,42
"Town of Gnawnia","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,15
"Town of Gnawnia","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,40
"Town of Gnawnia","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,19
"Town of Gnawnia","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,61
"Town of Gnawnia","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,13
"Town of Gnawnia","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,11
"Town of Gnawnia","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,10
"Town of Gnawnia","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,13
"Great Gnarled Tree","-","-","-","-","-","Black Widow","Dumpling Cheese",1,5
"Great Gnarled Tree","-","-","-","-","-","Black Widow","Lunar Lantern Candle",1,5
"Great Gnarled Tree","-","-","-","-","-","Dwarf","Dumpling Cheese",0.3333333333333333,3
"Great Gnarled Tree","-","-","-","-","-","Nibbler","Dumpling Cheese",1,3
"Great Gnarled Tree","-","-","-","-","-","Nibbler","Lunar Lantern Candle",1,3
"Great Gnarled Tree","-","-","-","-","-","Bear","Dumpling Cheese",0.3103448275862069,29
"Great Gnarled Tree","-","-","-","-","-","Centaur","Dumpling Cheese",0.38095238095238093,42
"Great Gnarled Tree","-","-","-","-","-","Chameleon","Dumpling Cheese",0.23333333333333334,30
"Great Gnarled Tree","-","-","-","-","-","Curious Chemist","Dumpling Cheese",0.8518518518518519,54
"Great Gnarled Tree","-","-","-","-","-","Eagle Owl","Dumpling Cheese",0.8405797101449275,69
"Great Gnarled Tree","-","-","-","-","-","Elven Princess","Dumpling Cheese",0.7209302325581395,43
"Great Gnarled Tree","-","-","-","-","-","Fairy","Dumpling Cheese",0.5238095238095238,42
"Great Gnarled Tree","-","-","-","-","-","Foxy","Dumpling Cheese",0.4090909090909091,22
"Great Gnarled Tree","-","-","-","-","-","Frog","Dumpling Cheese",0.10344827586206896,29
"Great Gnarled Tree","-","-","-","-","-","Nomad","Dumpling Cheese",1,2
"Great Gnarled Tree","-","-","-","-","-","Nomad","Lunar Lantern Candle",1,2
"Great Gnarled Tree","-","-","-","-","-","Shaman","Dumpling Cheese",1.3333333333333333,24
"Great Gnarled Tree","-","-","-","-","-","Sylvan","Dumpling Cheese",0.5789473684210527,19
"Great Gnarled Tree","-","-","-","-","-","Tiger","Dumpling Cheese",1,1
"Great Gnarled Tree","-","-","-","-","-","Tiger","Lunar Lantern Candle",1,1
"Great Gnarled Tree","-","-","-","-","-","Treant","Dumpling Cheese",0.475,40
"Great Gnarled Tree","-","-","-","-","-","Wicked Witch of Whisker Woods","Dumpling Cheese",1.3333333333333333,15
"Great Gnarled Tree","-","-","-","-","-","Wiggler","Dumpling Cheese",0.3333333333333333,33
"Great Gnarled Tree","-","-","-","-","-","Goldleaf","Dumpling Cheese",0.5333333333333333,15
"Great Gnarled Tree","-","-","-","-","-","Bat","Dumpling Cheese",0.6666666666666666,3
"Great Gnarled Tree","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,51
"Great Gnarled Tree","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,12
"Great Gnarled Tree","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,40
"Great Gnarled Tree","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,11
"Great Gnarled Tree","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,47
"Great Gnarled Tree","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,11
"Great Gnarled Tree","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,13
"Great Gnarled Tree","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,19
"Great Gnarled Tree","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,12
"Dojo","-","-","-","-","-","Diamond","Dumpling Cheese",0.8181818181818182,22
"Dojo","-","-","-","-","-","Gold","Dumpling Cheese",0.6976744186046512,43
"Dojo","-","-","-","-","-","Archer","Dumpling Cheese",0.8833333333333333,60
"Dojo","-","-","-","-","-","Assassin","Lunar Lantern Candle",1,8
"Dojo","-","-","-","-","-","Assassin","Dumpling Cheese",1.375,8
"Dojo","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,43
"Dojo","-","-","-","-","-","Hapless","Dumpling Cheese",0.6470588235294118,17
"Dojo","-","-","-","-","-","Kung Fu","Dumpling Cheese",0.5949367088607594,79
"Dojo","-","-","-","-","-","Monk","Dumpling Cheese",0.5333333333333333,45
"Dojo","-","-","-","-","-","Ninja","Dumpling Cheese",0.5375,80
"Dojo","-","-","-","-","-","Samurai","Dumpling Cheese",0.4307692307692308,65
"Dojo","-","-","-","-","-","Student of the Cheese Belt","Dumpling Cheese",0.44594594594594594,74
"Dojo","-","-","-","-","-","Student of the Cheese Claw","Dumpling Cheese",0.29577464788732394,71
"Dojo","-","-","-","-","-","Student of the Cheese Fang","Dumpling Cheese",0.5443037974683544,79
"Dojo","-","-","-","-","-","Worker","Dumpling Cheese",1.2857142857142858,7
"Dojo","-","-","-","-","-","Worker","Lunar Lantern Candle",1,7
"Dojo","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,5
"Dojo","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,39
"Dojo","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,11
"Dojo","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,38
"Dojo","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,8
"Dojo","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,9
"Dojo","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,12
"Dojo","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,10
"S.S. Huntington III","-","-","-","-","-","Nibbler","Dumpling Cheese",1.1333333333333333,45
"S.S. Huntington III","-","-","-","-","-","Nibbler","Lunar Lantern Candle",1,45
"S.S. Huntington III","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,212
"S.S. Huntington III","-","-","-","-","-","Bottled","Dumpling Cheese",0.15527950310559005,161
"S.S. Huntington III","-","-","-","-","-","Briegull","Dumpling Cheese",0.4520547945205479,73
"S.S. Huntington III","-","-","-","-","-","Buccaneer","Dumpling Cheese",0.27586206896551724,145
"S.S. Huntington III","-","-","-","-","-","Captain","Dumpling Cheese",0.44554455445544555,101
"S.S. Huntington III","-","-","-","-","-","Cook","Lunar Lantern Candle",1,44
"S.S. Huntington III","-","-","-","-","-","Cook","Dumpling Cheese",1.1590909090909092,44
"S.S. Huntington III","-","-","-","-","-","Hydra","Dumpling Cheese",1.4,25
"S.S. Huntington III","-","-","-","-","-","Leviathan","Dumpling Cheese",0.09090909090909091,154
"S.S. Huntington III","-","-","-","-","-","Mermouse","Dumpling Cheese",0.2,5
"S.S. Huntington III","-","-","-","-","-","Pinchy","Dumpling Cheese",0.6307692307692307,65
"S.S. Huntington III","-","-","-","-","-","Pirate","Dumpling Cheese",0.3333333333333333,177
"S.S. Huntington III","-","-","-","-","-","Salt Water Snapper","Dumpling Cheese",0.9382716049382716,81
"S.S. Huntington III","-","-","-","-","-","Shipwrecked","Dumpling Cheese",0.147239263803681,163
"S.S. Huntington III","-","-","-","-","-","Siren","Dumpling Cheese",0.21014492753623187,138
"S.S. Huntington III","-","-","-","-","-","Squeaken","Dumpling Cheese",0.15602836879432624,141
"S.S. Huntington III","-","-","-","-","-","Swabbie","Dumpling Cheese",0.11188811188811189,143
"S.S. Huntington III","-","-","-","-","-","Water Nymph","Dumpling Cheese",1.1136363636363635,44
"S.S. Huntington III","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,89
"S.S. Huntington III","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,241
"S.S. Huntington III","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,61
"S.S. Huntington III","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,233
"S.S. Huntington III","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,70
"S.S. Huntington III","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",2.962025316455696,79
"S.S. Huntington III","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,76
"S.S. Huntington III","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,65
"King's Gauntlet","-","-","-","-","-","Aquos","Dumpling Cheese",0.6814814814814815,135
"King's Gauntlet","-","-","-","-","-","Bandit","Dumpling Cheese",0.6037735849056604,106
"King's Gauntlet","-","-","-","-","-","Berserker","Dumpling Cheese",0.6875,96
"King's Gauntlet","-","-","-","-","-","Black Mage","Dumpling Cheese",0.7755102040816326,49
"King's Gauntlet","-","-","-","-","-","Hapless Marionette","Dumpling Cheese",0.3147410358565737,251
"King's Gauntlet","-","-","-","-","-","Cavalier","Dumpling Cheese",0.1937984496124031,129
"King's Gauntlet","-","-","-","-","-","Clockwork Samurai","Dumpling Cheese",0.18556701030927836,194
"King's Gauntlet","-","-","-","-","-","Cowbell","Dumpling Cheese",0.7962962962962963,54
"King's Gauntlet","-","-","-","-","-","Dancer","Dumpling Cheese",0.8888888888888888,18
"King's Gauntlet","-","-","-","-","-","Drummer","Dumpling Cheese",1.2333333333333334,60
"King's Gauntlet","-","-","-","-","-","Eclipse","Dumpling Cheese",0.6956521739130435,23
"King's Gauntlet","-","-","-","-","-","Escape Artist","Dumpling Cheese",0.22613065326633167,199
"King's Gauntlet","-","-","-","-","-","Fencer","Dumpling Cheese",0.2545454545454545,165
"King's Gauntlet","-","-","-","-","-","Fiddler","Dumpling Cheese",0.6666666666666666,45
"King's Gauntlet","-","-","-","-","-","Fiend","Dumpling Cheese",0.6706349206349206,252
"King's Gauntlet","-","-","-","-","-","Guqin Player","Dumpling Cheese",0.6307692307692307,65
"King's Gauntlet","-","-","-","-","-","Ignis","Dumpling Cheese",0.6346153846153846,104
"King's Gauntlet","-","-","-","-","-","Impersonator","Dumpling Cheese",0.7711864406779662,118
"King's Gauntlet","-","-","-","-","-","Knight","Dumpling Cheese",0.7058823529411765,102
"King's Gauntlet","-","-","-","-","-","Lockpick","Dumpling Cheese",0.8613138686131386,137
"King's Gauntlet","-","-","-","-","-","Necromancer","Dumpling Cheese",0.47619047619047616,63
"King's Gauntlet","-","-","-","-","-","Page","Dumpling Cheese",0.6804123711340206,97
"King's Gauntlet","-","-","-","-","-","Paladin","Dumpling Cheese",0.7654320987654321,81
"King's Gauntlet","-","-","-","-","-","Phalanx","Dumpling Cheese",0.7876106194690266,113
"King's Gauntlet","-","-","-","-","-","Puppet Master","Dumpling Cheese",0.11382113821138211,123
"King's Gauntlet","-","-","-","-","-","Rogue","Dumpling Cheese",0.18110236220472442,127
"King's Gauntlet","-","-","-","-","-","Sacred Shrine","Dumpling Cheese",0.6504065040650406,123
"King's Gauntlet","-","-","-","-","-","Sock Puppet Ghost","Dumpling Cheese",0.3522012578616352,159
"King's Gauntlet","-","-","-","-","-","Stealth","Dumpling Cheese",0.975,120
"King's Gauntlet","-","-","-","-","-","Terra","Dumpling Cheese",0.7416666666666667,120
"King's Gauntlet","-","-","-","-","-","Toy Sylvan","Dumpling Cheese",0.43243243243243246,222
"King's Gauntlet","-","-","-","-","-","White Mage","Dumpling Cheese",0.7622377622377622,143
"King's Gauntlet","-","-","-","-","-","Wound Up White","Dumpling Cheese",0.3177570093457944,214
"King's Gauntlet","-","-","-","-","-","Zephyr","Dumpling Cheese",0.5855855855855856,111
"King's Gauntlet","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,259
"King's Gauntlet","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,71
"King's Gauntlet","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,280
"King's Gauntlet","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,93
"King's Gauntlet","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,295
"King's Gauntlet","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,76
"King's Gauntlet","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,77
"King's Gauntlet","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,73
"King's Gauntlet","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,72
"Claw Shot City","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,57
"Claw Shot City","-","-","-","-","-","Bartender","Dumpling Cheese",0.5,2
"Claw Shot City","-","-","-","-","-","Bounty Hunter","Dumpling Cheese",1.2272727272727273,22
"Claw Shot City","-","-","-","-","-","Circuit Judge","Dumpling Cheese",3,1
"Claw Shot City","-","-","-","-","-","Desperado","Dumpling Cheese",0.5,2
"Claw Shot City","-","-","-","-","-","Farrier","Dumpling Cheese",1,3
"Claw Shot City","-","-","-","-","-","Lasso Cowgirl","Dumpling Cheese",0.43243243243243246,148
"Claw Shot City","-","-","-","-","-","Prospector","Dumpling Cheese",0.2558139534883721,86
"Claw Shot City","-","-","-","-","-","Pyrite","Dumpling Cheese",1.135135135135135,37
"Claw Shot City","-","-","-","-","-","Pyrite","Lunar Lantern Candle",1,37
"Claw Shot City","-","-","-","-","-","Ruffian","Dumpling Cheese",0.6078431372549019,153
"Claw Shot City","-","-","-","-","-","Saloon Gal","Dumpling Cheese",0.3893129770992366,131
"Claw Shot City","-","-","-","-","-","Shopkeeper","Dumpling Cheese",0.39705882352941174,136
"Claw Shot City","-","-","-","-","-","Stagecoach Driver","Dumpling Cheese",1,1
"Claw Shot City","-","-","-","-","-","Stuffy Banker","Dumpling Cheese",0.6,5
"Claw Shot City","-","-","-","-","-","Tonic Salesman","Dumpling Cheese",0.625,8
"Claw Shot City","-","-","-","-","-","Tumbleweed","Dumpling Cheese",0.40350877192982454,114
"Claw Shot City","-","-","-","-","-","Undertaker","Dumpling Cheese",2.5,2
"Claw Shot City","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,21
"Claw Shot City","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,64
"Claw Shot City","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,20
"Claw Shot City","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,88
"Claw Shot City","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,28
"Claw Shot City","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,20
"Claw Shot City","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,32
"Claw Shot City","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,18
"Muridae Market","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,65
"Muridae Market","-","-","-","-","-","Blacksmith","Dumpling Cheese",1,35
"Muridae Market","-","-","-","-","-","Lumberjack","Dumpling Cheese",0.5319148936170213,94
"Muridae Market","-","-","-","-","-","Desert Nomad","Dumpling Cheese",0.2857142857142857,21
"Muridae Market","-","-","-","-","-","Desert Architect","Dumpling Cheese",1.5833333333333333,24
"Muridae Market","-","-","-","-","-","Desert Architect","Lunar Lantern Candle",0.9583333333333334,24
"Muridae Market","-","-","-","-","-","Falling Carpet","Dumpling Cheese",0.6511627906976745,43
"Muridae Market","-","-","-","-","-","Glass Blower","Dumpling Cheese",0.5142857142857142,70
"Muridae Market","-","-","-","-","-","Limestone Miner","Dumpling Cheese",0.45918367346938777,98
"Muridae Market","-","-","-","-","-","Mage Weaver","Dumpling Cheese",0.9090909090909091,44
"Muridae Market","-","-","-","-","-","Market Guard","Dumpling Cheese",0.35294117647058826,17
"Muridae Market","-","-","-","-","-","Market Thief","Dumpling Cheese",1.1538461538461537,13
"Muridae Market","-","-","-","-","-","Pie Thief","Dumpling Cheese",0.873015873015873,63
"Muridae Market","-","-","-","-","-","Snake Charmer","Dumpling Cheese",0.75,40
"Muridae Market","-","-","-","-","-","Spice Merchant","Dumpling Cheese",0.38181818181818183,55
"Muridae Market","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,19
"Muridae Market","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,86
"Muridae Market","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,19
"Muridae Market","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,72
"Muridae Market","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,15
"Muridae Market","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,11
"Muridae Market","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,20
"Muridae Market","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,23
"Gnawnia Rift","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,129
"Gnawnia Rift","-","-","-","-","-","Cyborg","Dumpling Cheese",0.70042194092827,237
"Gnawnia Rift","-","-","-","-","-","Riftweaver","Dumpling Cheese",0.7641509433962265,106
"Gnawnia Rift","-","-","-","-","-","Agitated Gentle Giant","Dumpling Cheese",0.39779005524861877,181
"Gnawnia Rift","-","-","-","-","-","Raw Diamond","Dumpling Cheese",0.6891891891891891,74
"Gnawnia Rift","-","-","-","-","-","Rift Guardian","Dumpling Cheese",1.0387596899224807,129
"Gnawnia Rift","-","-","-","-","-","Goliath Field","Dumpling Cheese",0.8247422680412371,97
"Gnawnia Rift","-","-","-","-","-","Dream Drifter","Dumpling Cheese",1,27
"Gnawnia Rift","-","-","-","-","-","Dream Drifter","Lunar Lantern Candle",1,27
"Gnawnia Rift","-","-","-","-","-","Wealth","Dumpling Cheese",0.19548872180451127,133
"Gnawnia Rift","-","-","-","-","-","Shard Centurion","Dumpling Cheese",0.6784140969162996,227
"Gnawnia Rift","-","-","-","-","-","Greyrun","Dumpling Cheese",0.8513513513513513,74
"Gnawnia Rift","-","-","-","-","-","Excitable Electric","Dumpling Cheese",0.34108527131782945,258
"Gnawnia Rift","-","-","-","-","-","Mighty Mole","Dumpling Cheese",0.08421052631578947,95
"Gnawnia Rift","-","-","-","-","-","Supernatural","Dumpling Cheese",0.7407407407407407,81
"Gnawnia Rift","-","-","-","-","-","Spiritual Steel","Dumpling Cheese",0.6787003610108303,277
"Gnawnia Rift","-","-","-","-","-","Micro","Dumpling Cheese",1.3793103448275863,58
"Gnawnia Rift","-","-","-","-","-","Micro","Lunar Lantern Candle",1,58
"Gnawnia Rift","-","-","-","-","-","Brawny","Dumpling Cheese",1.0129870129870129,77
"Gnawnia Rift","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,54
"Gnawnia Rift","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,168
"Gnawnia Rift","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,51
"Gnawnia Rift","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,162
"Gnawnia Rift","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,53
"Gnawnia Rift","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,49
"Gnawnia Rift","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,48
"Gnawnia Rift","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,47
"Fungal Cavern","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,480
"Fungal Cavern","-","-","-","-","-","Bitter Root","Dumpling Cheese",0.6020408163265306,196
"Fungal Cavern","-","-","-","-","-","Cavern Crumbler","Dumpling Cheese",0.864406779661017,118
"Fungal Cavern","-","-","-","-","-","Crag Elder","Dumpling Cheese",0.3087885985748218,421
"Fungal Cavern","-","-","-","-","-","Crystal Behemoth","Dumpling Cheese",0.8333333333333334,6
"Fungal Cavern","-","-","-","-","-","Crystal Cave Worm","Dumpling Cheese",1.4444444444444444,9
"Fungal Cavern","-","-","-","-","-","Crystal Controller","Dumpling Cheese",0.8333333333333334,48
"Fungal Cavern","-","-","-","-","-","Crystal Golem","Dumpling Cheese",0.8888888888888888,18
"Fungal Cavern","-","-","-","-","-","Crystal Lurker","Dumpling Cheese",0.8363636363636363,55
"Fungal Cavern","-","-","-","-","-","Crystal Observer","Dumpling Cheese",0.868421052631579,38
"Fungal Cavern","-","-","-","-","-","Crystal Queen","Dumpling Cheese",1.1538461538461537,65
"Fungal Cavern","-","-","-","-","-","Crystalback","Dumpling Cheese",0.5609756097560976,41
"Fungal Cavern","-","-","-","-","-","Crystalline Slasher","Dumpling Cheese",0.3146853146853147,286
"Fungal Cavern","-","-","-","-","-","Diamondhide","Dumpling Cheese",1,4
"Fungal Cavern","-","-","-","-","-","Dirt Thing","Dumpling Cheese",0.28609625668449196,374
"Fungal Cavern","-","-","-","-","-","Floating Spore","Dumpling Cheese",0.27794561933534745,662
"Fungal Cavern","-","-","-","-","-","Funglore","Dumpling Cheese",0.5976331360946746,338
"Fungal Cavern","-","-","-","-","-","Gemorpher","Dumpling Cheese",0.9310344827586207,58
"Fungal Cavern","-","-","-","-","-","Gemstone Worshipper","Dumpling Cheese",1.1111111111111112,9
"Fungal Cavern","-","-","-","-","-","Huntereater","Dumpling Cheese",1.3333333333333333,3
"Fungal Cavern","-","-","-","-","-","Lumahead","Dumpling Cheese",0.6712707182320442,362
"Fungal Cavern","-","-","-","-","-","Mouldy Mole","Dumpling Cheese",0.6923076923076923,39
"Fungal Cavern","-","-","-","-","-","Mush","Dumpling Cheese",0.6826347305389222,334
"Fungal Cavern","-","-","-","-","-","Mushroom Sprite","Dumpling Cheese",0.528957528957529,259
"Fungal Cavern","-","-","-","-","-","Nightshade Masquerade","Dumpling Cheese",1.1703056768558953,229
"Fungal Cavern","-","-","-","-","-","Nightshade Masquerade","Lunar Lantern Candle",1,229
"Fungal Cavern","-","-","-","-","-","Quillback","Dumpling Cheese",0.5422077922077922,308
"Fungal Cavern","-","-","-","-","-","Shattered Obsidian","Dumpling Cheese",0.5813953488372093,43
"Fungal Cavern","-","-","-","-","-","Spiked Burrower","Dumpling Cheese",0.7452229299363057,157
"Fungal Cavern","-","-","-","-","-","Splintered Stone Sentry","Dumpling Cheese",0.9354838709677419,31
"Fungal Cavern","-","-","-","-","-","Spore Muncher","Dumpling Cheese",0.7142857142857143,42
"Fungal Cavern","-","-","-","-","-","Sporeticus","Dumpling Cheese",1,52
"Fungal Cavern","-","-","-","-","-","Stalagmite","Dumpling Cheese",0.8846153846153846,26
"Fungal Cavern","-","-","-","-","-","Stone Maiden","Dumpling Cheese",0.8106508875739645,169
"Fungal Cavern","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,173
"Fungal Cavern","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,461
"Fungal Cavern","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,157
"Fungal Cavern","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,520
"Fungal Cavern","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,179
"Fungal Cavern","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,186
"Fungal Cavern","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,155
"Fungal Cavern","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,138
"Moussu Picchu","-","-","-","-","-","Dumpling Chef","Lunar Lantern Candle",1,218
"Moussu Picchu","-","-","-","-","-","Costumed Tiger","Lunar Lantern Candle",3,82
"Moussu Picchu","-","-","-","-","-","Red Envelope","Lunar Lantern Candle",1,238
"Moussu Picchu","-","-","-","-","-","Costumed Rabbit","Lunar Lantern Candle",3,74
"Moussu Picchu","-","-","-","-","-","Calligraphy","Lunar Lantern Candle",1,259
"Moussu Picchu","-","-","-","-","-","Costumed Dragon","Lunar Lantern Candle",3,75
"Moussu Picchu","-","-","-","-","-","Costumed Snake","Lunar Lantern Candle",3,69
"Moussu Picchu","-","-","-","-","-","Costumed Horse","Lunar Lantern Candle",3,77
"Moussu Picchu","-","-","-","-","-","Costumed Sheep","Lunar Lantern Candle",3,69
"Moussu Picchu","-","-","-","-","-","Breeze Borrower","Dumpling Cheese",0.5144927536231884,552
"Moussu Picchu","-","-","-","-","-","Cloud Collector","Dumpling Cheese",0.549266247379455,477
"Moussu Picchu","-","-","-","-","-","Homeopathic Apothecary","Dumpling Cheese",1.5677966101694916,118
"Moussu Picchu","-","-","-","-","-","Homeopathic Apothecary","Lunar Lantern Candle",1,118
"Moussu Picchu","-","-","-","-","-","Nightshade Flower Girl","Dumpling Cheese",0.34210526315789475,266
"Moussu Picchu","-","-","-","-","-","Nightshade Maiden","Dumpling Cheese",1.2962962962962963,54
